timestamp_start,timestamp_end,participant_id,sexo,idade,escolaridade,rendimento,classe,nacionalidade,nacionalidade_outra,distrito,ses_group,ses_house,ses_car,ses_phone,ses_vacation,stimuli_type,7001_index,7001_timestamp_start,7001_timestamp_end,7001_valence,7001_arousal,7002_index,7002_timestamp_start,7002_timestamp_end,7002_valence,7002_arousal,7004_index,7004_timestamp_start,7004_timestamp_end,7004_valence,7004_arousal,7006_index,7006_timestamp_start,7006_timestamp_end,7006_valence,7006_arousal,7009_index,7009_timestamp_start,7009_timestamp_end,7009_valence,7009_arousal,7010_index,7010_timestamp_start,7010_timestamp_end,7010_valence,7010_arousal,7012_index,7012_timestamp_start,7012_timestamp_end,7012_valence,7012_arousal,7017_index,7017_timestamp_start,7017_timestamp_end,7017_valence,7017_arousal,7020_index,7020_timestamp_start,7020_timestamp_end,7020_valence,7020_arousal,7021_index,7021_timestamp_start,7021_timestamp_end,7021_valence,7021_arousal,7025_index,7025_timestamp_start,7025_timestamp_end,7025_valence,7025_arousal,7026_index,7026_timestamp_start,7026_timestamp_end,7026_valence,7026_arousal,7030_index,7030_timestamp_start,7030_timestamp_end,7030_valence,7030_arousal,7034_index,7034_timestamp_start,7034_timestamp_end,7034_valence,7034_arousal,7035_index,7035_timestamp_start,7035_timestamp_end,7035_valence,7035_arousal,7040_index,7040_timestamp_start,7040_timestamp_end,7040_valence,7040_arousal,7041_index,7041_timestamp_start,7041_timestamp_end,7041_valence,7041_arousal,7042_index,7042_timestamp_start,7042_timestamp_end,7042_valence,7042_arousal,7045_index,7045_timestamp_start,7045_timestamp_end,7045_valence,7045_arousal,7052_index,7052_timestamp_start,7052_timestamp_end,7052_valence,7052_arousal,7059_index,7059_timestamp_start,7059_timestamp_end,7059_valence,7059_arousal,7061_index,7061_timestamp_start,7061_timestamp_end,7061_valence,7061_arousal,7062_index,7062_timestamp_start,7062_timestamp_end,7062_valence,7062_arousal,7080_index,7080_timestamp_start,7080_timestamp_end,7080_valence,7080_arousal,7090_index,7090_timestamp_start,7090_timestamp_end,7090_valence,7090_arousal,7100_index,7100_timestamp_start,7100_timestamp_end,7100_valence,7100_arousal,7150_index,7150_timestamp_start,7150_timestamp_end,7150_valence,7150_arousal,7170_index,7170_timestamp_start,7170_timestamp_end,7170_valence,7170_arousal,7175_index,7175_timestamp_start,7175_timestamp_end,7175_valence,7175_arousal,7950_index,7950_timestamp_start,7950_timestamp_end,7950_valence,7950_arousal,2683_index,2683_timestamp_start,2683_timestamp_end,2683_valence,2683_arousal,2811_index,2811_timestamp_start,2811_timestamp_end,2811_valence,2811_arousal,3010_index,3010_timestamp_start,3010_timestamp_end,3010_valence,3010_arousal,3016_index,3016_timestamp_start,3016_timestamp_end,3016_valence,3016_arousal,3017_index,3017_timestamp_start,3017_timestamp_end,3017_valence,3017_arousal,3030_index,3030_timestamp_start,3030_timestamp_end,3030_valence,3030_arousal,3500_index,3500_timestamp_start,3500_timestamp_end,3500_valence,3500_arousal,3530_index,3530_timestamp_start,3530_timestamp_end,3530_valence,3530_arousal,6210_index,6210_timestamp_start,6210_timestamp_end,6210_valence,6210_arousal,6230_index,6230_timestamp_start,6230_timestamp_end,6230_valence,6230_arousal,6231_index,6231_timestamp_start,6231_timestamp_end,6231_valence,6231_arousal,6250_index,6250_timestamp_start,6250_timestamp_end,6250_valence,6250_arousal,6260_index,6260_timestamp_start,6260_timestamp_end,6260_valence,6260_arousal,6263_index,6263_timestamp_start,6263_timestamp_end,6263_valence,6263_arousal,6300_index,6300_timestamp_start,6300_timestamp_end,6300_valence,6300_arousal,6313_index,6313_timestamp_start,6313_timestamp_end,6313_valence,6313_arousal,6315_index,6315_timestamp_start,6315_timestamp_end,6315_valence,6315_arousal,6350_index,6350_timestamp_start,6350_timestamp_end,6350_valence,6350_arousal,6370_index,6370_timestamp_start,6370_timestamp_end,6370_valence,6370_arousal,6510_index,6510_timestamp_start,6510_timestamp_end,6510_valence,6510_arousal,6530_index,6530_timestamp_start,6530_timestamp_end,6530_valence,6530_arousal,6540_index,6540_timestamp_start,6540_timestamp_end,6540_valence,6540_arousal,6560_index,6560_timestamp_start,6560_timestamp_end,6560_valence,6560_arousal,6563_index,6563_timestamp_start,6563_timestamp_end,6563_valence,6563_arousal,6570_index,6570_timestamp_start,6570_timestamp_end,6570_valence,6570_arousal,6571_index,6571_timestamp_start,6571_timestamp_end,6571_valence,6571_arousal,6821_index,6821_timestamp_start,6821_timestamp_end,6821_valence,6821_arousal,6834_index,6834_timestamp_start,6834_timestamp_end,6834_valence,6834_arousal,6836_index,6836_timestamp_start,6836_timestamp_end,6836_valence,6836_arousal,9428_index,9428_timestamp_start,9428_timestamp_end,9428_valence,9428_arousal,Q52.1,Q52.2,Q52.3,Q52.4,Q52.5,Q52.6,Q52.7,Q52.8,Q52.9,Q52.10,Q53.1,Q53.2,Q53.3,Q53.4,Q53.5,Q53.6,Q53.7,Q53.8,Q53.9,Q53.10,Q54.1,Q54.2,Q54.3,Q55.1,Q55.2,Q55.3,Q56.1,Q56.2,Q56.3,Q56.4,Q56.5,Q56.6,Q56.7,Q57.1,Q57.2,Q57.3,Q57.4,Q57.5,Q57.6,Q57.7,Q57.8,Q58.1,Q58.2,Q58.3,Q58.4,Q58.5,Q58.6,Q59,Q60
5/26/2022 10:17,5/26/2022 10:45,DBY11,0,23,5,0,7,1,Americana,Lisboa,2,5,4,6,0,0,14,10:35:30,10:35:35,6,1,28,10:38:34,10:38:39,7,2,7,10:33:50,10:33:55,6,2,26,10:38:07,10:38:12,4,0,19,10:36:39,10:36:44,4,0,22,10:37:15,10:37:20,4,0,20,10:36:51,10:36:56,4,4,6,10:33:37,10:33:42,4,0,18,10:36:26,10:36:31,4,2,0,10:31:55,10:32:00,4,1,16,10:35:59,10:36:04,4,0,12,10:35:03,10:35:08,5,0,21,10:37:03,10:37:08,4,1,2,10:32:34,10:32:39,3,2,4,10:33:11,10:33:16,4,0,10,10:34:35,10:34:40,4,0,23,10:37:28,10:37:33,4,0,1,10:32:19,10:32:24,4,4,25,10:37:53,10:37:58,5,1,27,10:38:20,10:38:25,5,1,29,10:38:49,10:38:54,4,0,17,10:36:13,10:36:18,4,0,3,10:32:56,10:33:01,4,1,15,10:35:47,10:35:52,4,0,13,10:35:17,10:35:22,5,1,8,10:34:10,10:34:15,4,0,5,10:33:24,10:33:29,4,0,24,10:37:41,10:37:46,4,2,9,10:34:23,10:34:28,4,0,11,10:34:48,10:34:53,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,8,4,10,1,3,4,9,9,11,9,3,2,10,2,2,2,9,6,1,2,7,1,1,2,7,7,4,7,1,2,1,1,1,9,2,3,3,5,11,9,8,9,1,2,11,1,8
5/26/2022 10:49,5/26/2022 11:13,DBY12,1,20,5,3,3,0,,Lisboa,2,5,4,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11:01:42,11:01:47,5,5,29,11:08:14,11:08:19,4,0,25,11:07:21,11:07:26,0,8,28,11:08:02,11:08:07,1,8,20,11:06:14,11:06:19,1,6,24,11:07:08,11:07:13,0,8,10,11:04:02,11:04:07,1,7,8,11:03:35,11:03:40,2,6,18,11:05:48,11:05:53,4,0,17,11:05:34,11:05:39,4,0,0,11:01:23,11:01:28,4,1,14,11:04:55,11:05:00,4,0,13,11:04:42,11:04:47,4,4,4,11:02:40,11:02:45,4,4,5,11:02:52,11:02:57,3,5,23,11:06:54,11:06:59,1,8,26,11:07:35,11:07:40,0,7,19,11:06:00,11:06:05,1,7,11,11:04:16,11:04:21,1,6,21,11:06:28,11:06:33,4,0,3,11:02:21,11:02:26,1,7,9,11:03:49,11:03:54,1,7,7,11:03:21,11:03:26,0,7,12,11:04:29,11:04:34,1,7,16,11:05:21,11:05:26,1,7,6,11:03:07,11:03:12,2,5,2,11:02:05,11:02:10,4,5,15,11:05:08,11:05:13,1,7,22,11:06:41,11:06:46,1,6,27,11:07:48,11:07:53,1,6,1,3,11,3,10,11,10,9,9,11,3,3,8,10,9,11,9,6,5,9,2,11,5,5,7,5,9,7,5,8,3,2,4,11,9,7,9,8,6,3,8,9,11,8,1,10,10,4,3
5/26/2022 11:18,5/26/2022 11:42,DBY13,0,23,5,2,5,0,,Lisboa,2,6,6,5,0,0,28,11:34:34,11:34:39,4,1,27,11:34:21,11:34:26,4,0,20,11:32:41,11:32:46,4,4,12,11:30:38,11:30:43,4,0,1,11:28:10,11:28:15,4,0,18,11:32:13,11:32:18,4,1,15,11:31:17,11:31:22,4,0,16,11:31:30,11:31:35,5,0,7,11:29:33,11:29:38,4,0,29,11:34:48,11:34:53,4,1,14,11:31:04,11:31:09,4,0,24,11:33:34,11:33:39,6,0,23,11:33:20,11:33:25,4,2,4,11:28:53,11:28:58,4,0,17,11:31:48,11:31:53,4,0,21,11:32:53,11:32:58,4,0,19,11:32:27,11:32:32,4,1,3,11:28:39,11:28:44,4,0,22,11:33:05,11:33:10,4,1,0,11:27:53,11:27:58,4,0,26,11:34:07,11:34:12,4,1,2,11:28:24,11:28:29,5,0,25,11:33:50,11:33:55,5,2,5,11:29:06,11:29:11,4,0,13,11:30:50,11:30:55,4,0,11,11:30:25,11:30:30,4,0,6,11:29:21,11:29:26,4,0,9,11:30:00,11:30:05,4,0,8,11:29:48,11:29:53,4,0,10,11:30:13,11:30:18,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,7,5,9,1,8,5,8,6,10,7,9,9,10,10,11,10,11,8,9,4,7,8,3,8,2,2,1,3,3,3,3,8,9,9,6,7,5,3,11,6,9,9,5,6,11,3,8
5/26/2022 16:17,5/26/2022 16:41,DBY14,1,26,5,1,9,0,,Lisboa,2,5,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16:28:36,16:28:41,1,0,27,16:35:30,16:35:35,5,0,0,16:27:38,16:27:43,3,8,9,16:30:16,16:30:21,0,4,5,16:29:14,16:29:19,0,0,29,16:36:13,16:36:18,0,8,20,16:33:44,16:33:49,1,6,12,16:31:16,16:31:21,0,8,24,16:34:46,16:34:51,6,0,17,16:32:29,16:32:34,6,0,4,16:28:56,16:29:01,5,6,26,16:35:16,16:35:21,7,0,1,16:27:59,16:28:04,5,6,19,16:33:29,16:33:34,5,0,22,16:34:15,16:34:20,5,0,6,16:29:29,16:29:34,2,8,15,16:32:01,16:32:06,0,8,7,16:29:46,16:29:51,2,8,8,16:30:02,16:30:07,7,0,23,16:34:33,16:34:38,7,0,16,16:32:14,16:32:19,2,8,18,16:33:13,16:33:18,0,8,25,16:35:02,16:35:07,0,8,21,16:34:02,16:34:07,0,8,2,16:28:22,16:28:27,0,8,11,16:30:53,16:30:58,2,5,28,16:35:49,16:35:54,0,8,10,16:30:37,16:30:42,3,0,14,16:31:42,16:31:47,3,0,13,16:31:30,16:31:35,0,8,1,1,7,5,1,3,1,1,1,1,5,5,7,8,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,1,1,1,1,1,11,11,11,11,11,11,9,0
5/26/2022 16:54,5/26/2022 17:31,DBY15,0,23,5,1,4,0,,Lisboa,2,6,5,6,0,0,17,17:21:32,17:21:37,4,4,9,17:18:59,17:19:04,6,5,11,17:19:32,17:19:37,6,2,6,17:17:48,17:17:53,4,2,12,17:19:54,17:19:59,5,3,5,17:17:27,17:17:32,3,3,20,17:22:13,17:22:18,5,3,28,17:24:18,17:24:23,5,5,14,17:20:30,17:20:35,6,2,18,17:21:44,17:21:49,4,3,0,17:15:28,17:15:33,4,3,2,17:16:28,17:16:33,3,2,25,17:23:40,17:23:45,3,5,29,17:24:33,17:24:38,4,4,19,17:21:57,17:22:02,5,5,27,17:24:06,17:24:11,4,4,24,17:23:27,17:23:32,4,4,16,17:21:16,17:21:21,3,5,3,17:16:46,17:16:51,4,3,8,17:18:29,17:18:34,5,4,13,17:20:13,17:20:18,3,4,23,17:23:10,17:23:15,5,2,4,17:17:04,17:17:09,3,4,26,17:23:53,17:23:58,5,3,7,17:18:13,17:18:18,5,3,1,17:16:04,17:16:09,2,4,22,17:22:54,17:22:59,2,3,21,17:22:38,17:22:43,5,1,15,17:20:47,17:20:52,5,2,10,17:19:14,17:19:19,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,9,7,9,4,7,7,9,9,9,10,9,8,10,8,10,9,8,8,5,4,5,4,4,5,6,8,6,6,4,5,5,7,7,8,9,9,6,4,9,9,9,9,7,7,9,2,6
5/26/2022 17:42,5/26/2022 18:27,DBY16,1,18,4,0,6,0,,Setúbal,2,6,4,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18:00:17,18:00:22,2,1,7,18:03:02,18:03:07,0,5,13,18:05:12,18:05:17,0,8,26,18:10:24,18:10:29,0,8,10,18:04:23,18:04:28,0,8,20,18:07:54,18:07:59,0,7,14,18:05:26,18:05:31,3,4,12,18:04:56,18:05:01,0,6,15,18:05:51,18:05:56,3,1,3,18:01:09,18:01:14,0,6,8,18:03:29,18:03:34,0,7,11,18:04:39,18:04:44,1,7,18,18:07:13,18:07:18,0,5,21,18:08:08,18:08:13,2,2,29,18:11:27,18:11:32,4,1,4,18:01:31,18:01:36,0,5,27,18:10:36,18:10:41,3,4,25,18:10:02,18:10:07,0,7,16,18:06:12,18:06:17,3,1,9,18:04:06,18:04:11,1,7,24,18:09:29,18:09:34,1,5,6,18:02:31,18:02:36,0,5,17,18:06:43,18:06:48,1,5,0,17:59:22,17:59:27,0,3,23,18:08:58,18:09:03,3,4,28,18:11:02,18:11:07,4,0,5,18:01:50,18:01:55,3,3,2,18:00:42,18:00:47,1,2,19,18:07:32,18:07:37,2,5,22,18:08:28,18:08:33,0,7,6,9,11,8,10,9,11,9,11,10,11,11,11,7,9,8,9,9,11,8,6,2,9,3,2,9,3,3,2,8,2,7,4,9,11,10,8,8,5,6,9,8,11,11,7,10,11,2,7
5/27/2022 8:52,5/27/2022 9:18,DBY17,0,20,4,0,3,0,,Lisboa,2,6,4,6,0,0,14,9:11:38,9:11:43,5,5,8,9:10:08,9:10:13,5,2,9,9:10:25,9:10:30,6,6,16,9:12:01,9:12:06,6,6,13,9:11:25,9:11:30,6,6,1,9:08:16,9:08:21,7,1,29,9:15:05,9:15:10,5,5,19,9:12:44,9:12:49,5,5,5,9:09:25,9:09:30,7,5,27,9:14:40,9:14:45,6,6,17,9:12:13,9:12:18,6,6,26,9:14:28,9:14:33,7,7,25,9:14:01,9:14:06,4,4,3,9:08:50,9:08:55,5,1,18,9:12:27,9:12:32,6,1,7,9:09:56,9:10:01,3,3,24,9:13:48,9:13:53,5,5,6,9:09:39,9:09:44,5,3,21,9:13:08,9:13:13,7,6,2,9:08:36,9:08:41,7,1,28,9:14:53,9:14:58,4,4,22,9:13:22,9:13:27,7,5,0,9:07:48,9:07:53,4,1,4,9:09:08,9:09:13,7,6,20,9:12:57,9:13:02,5,5,12,9:11:10,9:11:15,3,3,15,9:11:50,9:11:55,5,5,11,9:10:54,9:10:59,5,1,10,9:10:39,9:10:44,6,2,23,9:13:35,9:13:40,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,9,11,11,11,11,10,10,5,6,7,4,4,5,4,4,4,4,4,3,1,3,1,1,1,7,7,7,7,3,3,2,7,7,8,7,7,7,2,7,8,9,8,9,8,9,5,3
5/27/2022 9:37,5/27/2022 10:42,DBY18,1,21,4,1,4,0,,Lisboa,2,6,6,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10:31:46,10:31:51,0,6,22,10:36:12,10:36:17,0,6,6,10:32:32,10:32:37,0,8,18,10:35:21,10:35:26,0,7,28,10:37:27,10:37:32,0,7,21,10:35:59,10:36:04,0,7,12,10:33:59,10:34:04,0,5,10,10:33:32,10:33:37,0,8,2,10:31:27,10:31:32,2,1,24,10:36:37,10:36:42,0,6,29,10:37:39,10:37:44,0,5,14,10:34:28,10:34:33,0,7,4,10:32:01,10:32:06,0,7,5,10:32:18,10:32:23,0,7,20,10:35:46,10:35:51,0,7,8,10:32:58,10:33:03,0,7,27,10:37:14,10:37:19,0,6,1,10:31:11,10:31:16,0,6,7,10:32:45,10:32:50,0,6,23,10:36:25,10:36:30,0,3,11,10:33:45,10:33:50,0,3,19,10:35:33,10:35:38,0,6,16,10:34:55,10:35:00,0,7,0,10:30:33,10:30:38,0,3,9,10:33:16,10:33:21,0,6,17,10:35:09,10:35:14,0,6,13,10:34:14,10:34:19,0,4,25,10:36:49,10:36:54,0,7,26,10:37:02,10:37:07,0,6,15,10:34:42,10:34:47,0,8,5,5,8,8,2,6,8,1,7,1,10,8,8,10,5,3,9,1,8,1,1,1,3,1,1,3,8,6,6,10,1,1,2,11,11,11,9,8,6,2,8,2,4,6,2,6,10,1,4
5/27/2022 10:55,5/27/2022 13:06,DBY19,1,20,4,1,6,0,,Lisboa,2,3,6,5,0,0,25,13:01:31,13:01:36,3,3,0,12:55:47,12:55:52,7,6,29,13:02:19,13:02:24,4,4,1,12:56:11,12:56:16,7,5,28,13:02:08,13:02:13,3,3,21,13:00:43,13:00:48,4,4,2,12:56:29,12:56:34,5,4,22,13:00:54,13:00:59,7,7,10,12:58:28,12:58:33,4,4,13,12:59:06,12:59:11,4,4,27,13:01:55,13:02:00,4,2,18,13:00:06,13:00:11,6,6,9,12:58:15,12:58:20,3,3,3,12:56:47,12:56:52,4,5,16,12:59:43,12:59:48,4,4,24,13:01:19,13:01:24,2,2,5,12:57:20,12:57:25,5,3,4,12:57:02,12:57:07,5,5,20,13:00:31,13:00:36,3,3,17,12:59:55,13:00:00,5,5,26,13:01:42,13:01:47,3,4,23,13:01:06,13:01:11,5,5,12,12:58:52,12:58:57,3,2,6,12:57:35,12:57:40,4,4,11,12:58:39,12:58:44,3,4,15,12:59:31,12:59:36,4,4,8,12:58:00,12:58:05,2,3,19,13:00:18,13:00:23,5,3,14,12:59:19,12:59:24,5,5,7,12:57:48,12:57:53,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,5,7,11,10,11,4,3,4,9,1,2,2,1,1,1,6,3,1,8,9,9,6,7,7,7,9,10,7,10,6,8,9,8,7,7,8,8,4,6,5,11,9,8,5,3,6,1
5/27/2022 13:11,5/27/2022 14:19,DBY20,0,21,4,1,3,1,Angolana,Lisboa,2,6,6,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,14:09:12,14:09:17,4,4,3,14:03:33,14:03:38,4,4,1,14:02:41,14:02:46,4,4,15,14:06:13,14:06:18,4,4,20,14:07:14,14:07:19,4,4,21,14:07:27,14:07:32,3,3,26,14:08:41,14:08:46,4,4,2,14:03:06,14:03:11,4,4,5,14:04:03,14:04:08,4,4,29,14:09:24,14:09:29,4,4,0,14:02:04,14:02:09,4,4,17,14:06:39,14:06:44,4,4,12,14:05:35,14:05:40,4,4,23,14:07:56,14:08:01,4,4,6,14:04:16,14:04:21,4,4,10,14:05:11,14:05:16,4,4,25,14:08:21,14:08:26,3,3,11,14:05:23,14:05:28,4,4,18,14:06:51,14:06:56,4,4,14,14:06:01,14:06:06,4,4,22,14:07:43,14:07:48,4,4,19,14:07:03,14:07:08,4,4,9,14:04:56,14:05:01,4,4,8,14:04:42,14:04:47,3,3,13,14:05:49,14:05:54,4,4,24,14:08:08,14:08:13,4,4,27,14:08:59,14:09:04,4,4,4,14:03:47,14:03:52,3,3,16,14:06:27,14:06:32,4,4,7,14:04:28,14:04:33,4,4,5,8,6,11,11,6,11,6,11,11,5,11,6,11,11,11,6,6,11,11,1,1,5,1,1,1,11,11,1,1,1,1,1,11,11,11,1,1,1,11,1,11,11,11,1,11,11,0,10
5/27/2022 14:24,5/27/2022 15:05,DBY21,1,24,5,1,5,1,AnGoLaNa,Setúbal,2,6,6,5,0,0,13,14:49:18,14:49:23,8,0,2,14:45:21,14:45:26,6,0,17,14:50:22,14:50:27,8,0,16,14:50:06,14:50:11,8,1,24,14:52:02,14:52:07,8,0,29,14:53:22,14:53:27,8,0,15,14:49:52,14:49:57,8,4,7,14:47:15,14:47:20,6,0,28,14:53:05,14:53:10,8,0,10,14:48:24,14:48:29,8,3,27,14:52:50,14:52:55,8,1,12,14:49:03,14:49:08,8,0,21,14:51:20,14:51:25,8,0,20,14:51:06,14:51:11,8,0,5,14:46:30,14:46:35,8,3,11,14:48:46,14:48:51,6,0,18,14:50:36,14:50:41,8,0,25,14:52:19,14:52:24,8,0,0,14:43:57,14:44:02,8,0,6,14:46:56,14:47:01,4,4,19,14:50:51,14:50:56,8,3,14,14:49:38,14:49:43,8,1,9,14:47:59,14:48:04,8,2,23,14:51:48,14:51:53,8,0,1,14:44:52,14:44:57,8,0,26,14:52:35,14:52:40,8,0,8,14:47:37,14:47:42,8,1,3,14:45:43,14:45:48,5,4,4,14:46:05,14:46:11,8,0,22,14:51:35,14:51:40,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,11,11,11,11,11,11,11,11,2,8,8,5,3,8,6,3,2,11,9,11,6,3,11,11,5,3,6,5,4,3,11,11,11,11,11,1,1,5,3,11,9,11,11,11,3,4
5/27/2022 16:03,5/27/2022 16:30,DBY22,0,19,4,0,7,0,,Lisboa,2,6,6,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16:19:51,16:19:56,0,7,6,16:18:37,16:18:42,4,2,15,16:20:55,16:21:00,4,1,21,16:22:29,16:22:34,2,3,16,16:21:11,16:21:16,4,1,24,16:23:20,16:23:25,0,2,2,16:17:33,16:17:38,0,6,14,16:20:40,16:20:45,0,6,8,16:19:07,16:19:12,4,1,3,16:17:48,16:17:53,4,1,26,16:23:49,16:23:54,4,1,20,16:22:15,16:22:20,4,1,7,16:18:54,16:18:59,4,1,27,16:24:06,16:24:11,4,1,22,16:22:51,16:22:56,4,1,18,16:21:46,16:21:51,0,7,25,16:23:35,16:23:40,1,5,1,16:17:19,16:17:24,0,7,13,16:20:25,16:20:30,4,3,12,16:20:05,16:20:10,3,3,9,16:19:20,16:19:25,0,7,5,16:18:23,16:18:28,0,7,4,16:18:08,16:18:13,0,7,23,16:23:04,16:23:09,0,6,17,16:21:26,16:21:31,1,4,19,16:22:01,16:22:06,0,7,28,16:24:19,16:24:24,0,7,0,16:16:49,16:16:54,0,5,10,16:19:37,16:19:42,0,7,29,16:24:32,16:24:37,0,8,6,8,5,10,11,11,11,5,8,4,10,6,10,11,11,10,11,8,6,9,1,1,1,1,1,2,8,8,9,10,2,1,2,1,1,1,3,3,2,1,3,10,6,10,6,2,10,1,9
5/30/2022 15:08,5/30/2022 15:38,DBY23,0,18,4,3,2,0,,Lisboa,2,5,6,5,0,0,16,15:28:37,15:28:42,2,6,25,15:30:49,15:30:54,5,4,29,15:31:51,15:31:56,5,4,3,15:24:49,15:24:54,1,6,5,15:25:27,15:25:32,4,2,9,15:26:42,15:26:47,2,6,17,15:28:53,15:28:58,3,5,6,15:25:48,15:25:53,5,1,18,15:29:08,15:29:13,4,4,12,15:27:33,15:27:38,0,8,24,15:30:35,15:30:40,4,4,27,15:31:19,15:31:24,7,1,8,15:26:28,15:26:33,4,1,28,15:31:35,15:31:40,3,5,1,15:24:11,15:24:16,1,7,11,15:27:17,15:27:22,1,7,19,15:29:20,15:29:25,5,2,15,15:28:24,15:28:29,4,4,20,15:29:35,15:29:40,6,1,10,15:27:00,15:27:05,2,6,2,15:24:32,15:24:37,1,7,7,15:26:07,15:26:12,2,6,26,15:31:04,15:31:09,6,1,0,15:23:25,15:23:30,1,5,23,15:30:20,15:30:25,5,1,13,15:27:53,15:27:58,4,1,4,15:25:09,15:25:14,4,1,21,15:29:49,15:29:54,0,8,22,15:30:05,15:30:10,5,1,14,15:28:06,15:28:11,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,9,11,11,2,8,4,4,4,11,9,11,10,7,7,10,9,9,10,3,3,3,2,2,2,10,10,8,10,2,1,1,6,1,6,1,1,1,10,10,11,11,11,10,11,11,1,9
